1000,60.98164,920,62.19651,37.89785,89.00356
995,70.40071,915,62.41649,35.6461,91.84163
990,76.83184,910,61.94781,33.46871,93.09945
985,79.78545,905,62.63971,33.63908,94.10064
980,81.393,900,65.18158,37.75402,95.76357
975,83.61778,895,68.92789,43.78019,97.4609
970,87.0946,890,72.82967,50.94277,98.5869
965,91.20554,885,79.29171,61.35821,99.77342
960,94.9108,880,78.64899,59.32092,99.87094
955,97.34073,875,78.69834,58.87493,99.87548
950,98.43639,870,82.48096,67.27106,99.87522
945,98.88183,865,89.03816,80.89185,99.8402
940,99.03457,860,94.48995,90.51431,99.80336
935,99.13075,855,97.2344,95.10376,99.78142
930,99.08405,850,98.3336,96.94048,99.66747
925,99.1698,845,98.83639,97.86607,99.62038
920,99.19458,840,99.0668,98.3542,99.64966
915,99.1761,835,99.25691,98.55646,99.7296
910,99.1991,830,99.31601,98.5429,99.83004
905,99.18172,825,99.35768,98.58042,99.91077
900,99.15271,820,99.42667,98.74666,99.92924
895,99.24939,815,99.4803,98.92705,99.86205
890,99.30686,810,99.51689,99.03602,99.79513
885,99.21829,805,99.44988,99.07104,99.66281
880,99.30778,800,99.40341,99.04932,99.61662
875,99.26786,795,99.43888,99.08602,99.71182
870,99.14595,790,99.50826,99.13961,99.8014
865,99.34728,785,99.46432,99.07398,99.83107
860,99.19165,780,99.37128,98.93494,99.78053
855,99.05634,775,99.23519,98.82728,99.59167
850,99.17956,770,99.27231,98.94742,99.55741
845,99.45828,765,99.41775,99.14027,99.79456
840,99.60959,760,99.46095,99.10628,99.94057
835,99.71625,755,99.45351,98.9681,99.98213
830,99.52836,750,99.42794,98.81472,100.00092
825,99.39545,745,99.36448,98.76061,99.97437
820,99.17373,740,99.32737,98.86775,99.82101
815,99.47345,735,99.30134,99.06937,99.58728
810,99.50845,730,99.39683,99.21804,99.55025
805,99.45274,725,99.54475,99.36175,99.76441
800,99.49435,720,99.58235,99.39174,99.8977
795,99.29817,715,99.56601,99.19225,99.97775
790,99.25938,710,99.54187,99.05214,99.99066
785,99.07686,705,99.51435,99.04221,100
780,99.37831,700,99.55912,99.188,100
775,99.40721,695,99.65125,99.29677,99.97492
770,99.37768,690,99.60343,99.39758,99.89951
765,99.35842,685,99.55758,99.48125,99.72076
760,99.37435,680,99.42,99.42868,99.5
755,99.42483,675,99.39787,99.28344,99.6
750,99.48401,670,99.37363,99.05331,99.76392
745,99.46082,665,99.09766,99,99.91355
740,99.46374,660,99,98.9,99.98458
735,99.43106,655,99.01887,98.85,100
730,99.30009,650,99.30026,98.9,99.97558
725,99.31414,645,99.45456,99.05,99.90205
720,99.22736,640,99.37193,99.1,99.57037
715,99.28107,635,99.15806,99.15,99.5
710,99.31452,630,99.2886,99.1,99.52305
705,99.46797,625,99.32092,98.92535,99.89256
700,99.62038,620,99.10074,98.91,99.99853
695,99.39915,615,99,98.9,99.99656
690,99.40694,610,99.00025,98.92,99.97828
685,99.40849,605,99.18083,98.99,99.8015
680,99.24078,600,99.13177,99,99.5
675,99.01776,595,99.18279,99.1,99.7
670,99.11615,590,99.32854,98.95,99.80088
665,99.3754,585,99.30608,98.9,99.98408
660,99.48957,580,99.17118,98.89,100
655,99.56759,575,99.09596,98.9,100
650,99.50339,570,99.23794,98.95,100
645,99.47699,565,99.41488,99.04618,100
640,99.44136,560,99.52042,99.23942,100
635,99.0868,555,99.89225,99.6473,100
630,99.13074,550,99.85731,99.58012,100
625,99.44943,545,99.78526,99.54977,100
620,99.5412,540,99.63763,99.45772,100
615,99.57834,535,99.45,99.23389,99.6
